"Station Name","TORONTO CITY CENTRE"
"Province","ONTARIO"
"Current Station Operator","NAV Canada"
"Latitude","43.63"
"Longitude","-79.40"
"Elevation","76.80"
"Climate Identifier","6158359"
"WMO Identifier","71265"
"TC Identifier","YTZ"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2019-01-15","2019","01","15","","0.6","","-2.9","","-1.2","","19.2","","0.0","","","","","","0.0","","","","22","","63",""
"2019-01-16","2019","01","16","","0.5","","-9.5","","-4.5","","22.5","","0.0","","","","","","0.0","","","","29","","71",""
"2019-01-17","2019","01","17","","-1.8","","-11.3","","-6.6","","24.6","","0.0","","","","","","0.0","","","","","M","","M"
"2019-01-18","2019","01","18","","0.8","","-8.3","","-3.8","","21.8","","0.0","","","","","","0.5","","","","28","","45",""
"2019-01-19","2019","01","19","","-8.3","","-15.0","","-11.7","","29.7","","0.0","","","","","","1.4","","","","2","","39",""
"2019-01-20","2019","01","20","","-13.6","","-21.0","","-17.3","","35.3","","0.0","","","","","","0.0","","","","33","","59",""
"2019-01-21","2019","01","21","","-10.6","","-21.0","","-15.8","","33.8","","0.0","","","","","","0.0","","","","33","","52",""
"2019-01-22","2019","01","22","","1.3","","-16.5","","-7.6","","25.6","","0.0","","","","","","0.0","","","","21","","52",""
"2019-01-23","2019","01","23","","4.3","","0.2","","2.3","","15.7","","0.0","","","","","","9.8","","","","21","","45",""
"2019-01-24","2019","01","24","","3.8","","-2.2","","0.8","","17.2","","0.0","","","","","","4.2","","","","23","","48",""
"2019-01-25","2019","01","25","","-1.8","","-10.0","","-5.9","","23.9","","0.0","","","","","","0.0","","","","26","","72",""
"2019-01-26","2019","01","26","","-4.0","","-11.7","","-7.9","","25.9","","0.0","","","","","","0.0","","","","26","","48",""
"2019-01-27","2019","01","27","","-2.0","","-12.4","","-7.2","","25.2","","0.0","","","","","","2.7","","","","25","","65",""
"2019-01-28","2019","01","28","","-1.9","","-17.6","","-9.8","","27.8","","0.0","","","","","","","M","","","7","","74",""
"2019-01-29","2019","01","29","","1.4","","-13.3","","-6.0","","24.0","","0.0","","","","","","","M","","","23","","76",""
"2019-01-30","2019","01","30","","-13.0","","-20.1","","-16.6","","34.6","","0.0","","","","","","","M","","","23","","78",""
"2019-01-31","2019","01","31","","-12.8","","-20.2","","-16.5","","34.5","","0.0","","","","","","","M","","","26","","67",""
"2019-02-01","2019","02","01","","-9.4","","-17.1","","-13.3","","31.3","","0.0","","","","","","","M","","","27","","35",""
"2019-02-02","2019","02","02","","1.6","","-12.7","","-5.6","","23.6","","0.0","","","","","","","M","","","24","","48",""
"2019-02-03","2019","02","03","","5.3","","-0.1","","2.6","","15.4","","0.0","","","","","","","M","","","","M","","M"
"2019-02-04","2019","02","04","","10.5","","3.0","","6.8","","11.2","","0.0","","","","","","","M","","","22","","35",""
"2019-02-05","2019","02","05","","8.6","","-5.1","","1.8","","16.2","","0.0","","","","","","0.2","","","","30","","61",""
"2019-02-06","2019","02","06","","-0.3","","-5.1","","-2.7","","20.7","","0.0","","","","","","7.5","","","","7","","67",""
"2019-02-07","2019","02","07","","3.4","","-2.3","","0.6","","17.4","","0.0","","","","","","0.2","","","","8","","54",""
"2019-02-08","2019","02","08","","4.7","","-8.6","","-2.0","","20.0","","0.0","","","","","","0.0","","","","26","","84",""
"2019-02-09","2019","02","09","","-2.7","","-8.4","","-5.6","","23.6","","0.0","","","","","","0.0","","","","26","","61",""
"2019-02-10","2019","02","10","","-3.2","","-7.6","","-5.4","","23.4","","0.0","","","","","","0.0","","","","","M","","M"
"2019-02-11","2019","02","11","","-3.1","","-5.0","","-4.1","","22.1","","0.0","","","","","","0.0","","","","8","","63",""
"2019-02-12","2019","02","12","","1.9","","-5.7","","-1.9","","19.9","","0.0","","","","","","17.5","","","","8","","84",""
"2019-02-13","2019","02","13","","1.8","","-4.1","","-1.2","","19.2","","0.0","","","","","","0.0","","","","22","","72",""
"2019-02-14","2019","02","14","","2.4","","-3.4","","-0.5","","18.5","","0.0","","","","","","0.0","","","","27","","55",""
"2019-02-15","2019","02","15","","3.3","","-3.0","","0.2","","17.8","","0.0","","","","","","1.0","","","","26","","71",""
"2019-02-16","2019","02","16","","-2.0","","-6.9","","-4.5","","22.5","","0.0","","","","","","0.0","","","","29","","52",""
"2019-02-17","2019","02","17","","-5.0","","-9.1","","-7.1","","25.1","","0.0","","","","","","0.0","","","","5","","48",""
"2019-02-18","2019","02","18","","-4.2","","-11.0","","-7.6","","25.6","","0.0","","","","","","0.6","","","","30","","41",""
"2019-02-19","2019","02","19","","-3.1","","-11.8","","-7.5","","25.5","","0.0","","","","","","0.0","","","","25","","35",""
"2019-02-20","2019","02","20","","0.9","","-8.4","","-3.8","","21.8","","0.0","","","","","","1.7","","","","8","","52",""
"2019-02-21","2019","02","21","","4.1","","-0.8","","1.7","","16.3","","0.0","","","","","","0.0","","","","26","","59",""
"2019-02-22","2019","02","22","","2.5","","-2.0","","0.3","","17.7","","0.0","","","","","","0.0","","","","","M","","M"
"2019-02-23","2019","02","23","","2.1","","-1.3","","0.4","","17.6","","0.0","","","","","","0.0","","","","6","","55",""
"2019-02-24","2019","02","24","","5.6","","-1.8","","1.9","","16.1","","0.0","","","","","","7.8","","","","24","","89",""
"2019-02-25","2019","02","25","","-1.5","","-6.5","","-4.0","","22.0","","0.0","","","","","","0.0","","","","26","","93",""
"2019-02-26","2019","02","26","","-5.1","","-9.1","","-7.1","","25.1","","0.0","","","","","","0.0","","","","29","","46",""
"2019-02-27","2019","02","27","","-6.0","","-11.5","","-8.8","","26.8","","0.0","","","","","","1.1","","","","7","","55",""
"2019-02-28","2019","02","28","","-6.1","","-14.0","","-10.1","","28.1","","0.0","","","","","","0.0","","","","","M","","M"
"2019-03-01","2019","03","01","","-1.2","","-8.8","","-5.0","","23.0","","0.0","","","","","","0.0","","","","","M","","M"
"2019-03-02","2019","03","02","","-0.4","","-3.6","","-2.0","","20.0","","0.0","","","","","","2.3","","","","28","","32",""
"2019-03-03","2019","03","03","","-1.9","","-7.4","","-4.7","","22.7","","0.0","","","","","","0.0","","","","33","","35",""
"2019-03-04","2019","03","04","","-6.7","","-11.6","","-9.2","","27.2","","0.0","","","","","","0.0","","","","26","","54",""
"2019-03-05","2019","03","05","","-7.6","","-12.4","","-10.0","","28.0","","0.0","","","","","","0.0","","","","26","","58",""
"2019-03-06","2019","03","06","","-8.0","","-12.0","","-10.0","","28.0","","0.0","","","","","","0.0","","","","26","","50",""
"2019-03-07","2019","03","07","","-4.7","","-10.7","","-7.7","","25.7","","0.0","","","","","","0.0","","","","26","","45",""
"2019-03-08","2019","03","08","","-1.4","","-10.5","","-6.0","","24.0","","0.0","","","","","","0.0","","","","","M","","M"
"2019-03-09","2019","03","09","","1.7","","-8.4","","-3.4","","21.4","","0.0","","","","","","0.8","","","","7","","80",""
"2019-03-10","2019","03","10","","5.1","","1.2","","3.2","","14.8","","0.0","","","","","","13.2","","","","23","","78",""
"2019-03-11","2019","03","11","","2.9","","-1.0","","1.0","","17.0","","0.0","","","","","","0.0","","","","26","","61",""
"2019-03-12","2019","03","12","","3.3","","-1.8","","0.8","","17.2","","0.0","","","","","","0.0","","","","30","","52",""
"2019-03-13","2019","03","13","","2.4","","-0.4","","1.0","","17.0","","0.0","","","","","","0.0","","","","6","","41",""
"2019-03-14","2019","03","14","","10.1","","1.9","","6.0","","12.0","","0.0","","","","","","8.8","","","","6","","42",""
"2019-03-15","2019","03","15","","10.2","","1.2","","5.7","","12.3","","0.0","","","","","","0.2","","","","24","","59",""
"2019-03-16","2019","03","16","","2.1","","-3.0","","-0.5","","18.5","","0.0","","","","","","0.0","","","","29","","61",""
"2019-03-17","2019","03","17","","2.2","","-4.9","","-1.4","","19.4","","0.0","","","","","","0.0","","","","27","","42",""
"2019-03-18","2019","03","18","","3.6","","-1.5","","1.1","","16.9","","0.0","","","","","","","M","","","28","","46",""
"2019-03-19","2019","03","19","","4.3","","-3.7","","0.3","","17.7","","0.0","","","","","","0.0","","","","","M","","M"
"2019-03-20","2019","03","20","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"2019-03-21","2019","03","21","","6.3","","2.4","","4.4","","13.6","","0.0","","","","","","0.0","","","","30","","35",""
"2019-03-22","2019","03","22","","4.4","","-3.1","","0.7","","17.3","","0.0","","","","","","0.0","","","","33","","81",""
"2019-03-23","2019","03","23","","5.6","","-5.6","","0.0","","18.0","","0.0","","","","","","0.0","","","","32","","61",""
"2019-03-24","2019","03","24","","9.5","","1.0","","5.3","","12.7","","0.0","","","","","","0.0","","","","26","","46",""
"2019-03-25","2019","03","25","","1.6","","-2.3","","-0.4","","18.4","","0.0","","","","","","0.0","","","","5","","33",""
"2019-03-26","2019","03","26","","2.3","","-2.1","","0.1","","17.9","","0.0","","","","","","0.0","","","","","M","","M"
"2019-03-27","2019","03","27","","6.8","","-0.6","","3.1","","14.9","","0.0","","","","","","0.0","","","","","M","","M"
"2019-03-28","2019","03","28","","9.2","","-1.3","","4.0","","14.0","","0.0","","","","","","0.2","","","","33","","41",""
"2019-03-29","2019","03","29","","9.9","","3.5","","6.7","","11.3","","0.0","","","","","","0.0","","","","32","","35",""
"2019-03-30","2019","03","30","","5.7","","0.7","","3.2","","14.8","","0.0","","","","","","30.4","","","","6","","52",""
"2019-03-31","2019","03","31","","2.9","","-2.7","","0.1","","17.9","","0.0","","","","","","7.2","","","","29","","54",""
"2019-04-01","2019","04","01","","2.7","","-3.5","","-0.4","","18.4","","0.0","","","","","","0.0","","","","21","","41",""
"2019-04-02","2019","04","02","","6.6","","0.8","","3.7","","14.3","","0.0","","","","","","0.0","","","","","M","","M"
"2019-04-03","2019","04","03","","7.0","","2.0","","4.5","","13.5","","0.0","","","","","","0.0","","","","28","","76",""
"2019-04-04","2019","04","04","","4.1","","-0.4","","1.9","","16.1","","0.0","","","","","","0.0","","","","32","","32",""
"2019-04-05","2019","04","05","","3.3","","1.1","","2.2","","15.8","","0.0","","","","","","0.0","","","","7","","46",""
"2019-04-06","2019","04","06","","11.4","","2.4","","6.9","","11.1","","0.0","","","","","","0.0","","","","","M","","M"
"2019-04-07","2019","04","07","","9.1","","5.3","","7.2","","10.8","","0.0","","","","","","3.6","","","","7","","50",""
"2019-04-08","2019","04","08","","15.5","","4.1","","9.8","","8.2","","0.0","","","","","","0.4","","","","29","","61",""
"2019-04-09","2019","04","09","","10.6","","4.2","","7.4","","10.6","","0.0","","","","","","0.0","","","","30","","72",""
"2019-04-10","2019","04","10","","6.3","","1.6","","4.0","","14.0","","0.0","","","","","","0.0","","","","3","","37",""
"2019-04-11","2019","04","11","","4.1","","0.1","","2.1","","15.9","","0.0","","","","","","0.4","","","","7","","59",""
"2019-04-12","2019","04","12","","11.9","","4.0","","8.0","","10.0","","0.0","","","","","","1.4","","","","7","","58",""
"2019-04-13","2019","04","13","","14.0","","3.3","","8.7","","9.3","","0.0","","","","","","0.0","","","","26","","55",""
"2019-04-14","2019","04","14","","5.4","","2.7","","4.1","","13.9","","0.0","","","","","","23.8","","","","5","","74",""
"2019-04-15","2019","04","15","","9.2","","2.5","","5.9","","12.1","","0.0","","","","","","1.2","","","","28","","65",""
"2019-04-16","2019","04","16","","6.7","","1.8","","4.3","","13.7","","0.0","","","","","","0.2","","","","22","","35",""
"2019-04-17","2019","04","17","","8.5","","0.9","","4.7","","13.3","","0.0","","","","","","0.0","","","","7","","50",""
"2019-04-18","2019","04","18","","16.8","","5.7","","11.3","","6.7","","0.0","","","","","","0.6","","","","7","","37",""
"2019-04-19","2019","04","19","","13.3","","6.0","","9.7","","8.3","","0.0","","","","","","16.0","","","","2","","46",""
"2019-04-20","2019","04","20","","7.7","","4.9","","6.3","","11.7","","0.0","","","","","","8.4","","","","5","","41",""
"2019-04-21","2019","04","21","","8.9","","5.3","","7.1","","10.9","","0.0","","","","","","0.0","","","","","M","","M"
"2019-04-22","2019","04","22","","14.5","","4.0","","9.3","","8.7","","0.0","","","","","","0.0","","","","","M","","M"
"2019-04-23","2019","04","23","","14.1","","7.0","","10.6","","7.4","","0.0","","","","","","3.0","","","","28","","63",""
"2019-04-24","2019","04","24","","11.5","","4.9","","8.2","","9.8","","0.0","","","","","","0.0","","","","29","","54",""
"2019-04-25","2019","04","25","","9.1","","3.3","","6.2","","11.8","","0.0","","","","","","0.0","","","","7","","46",""
"2019-04-26","2019","04","26","","10.9","","4.3","","7.6","","10.4","","0.0","","","","","","20.0","","","","29","","76",""
"2019-04-27","2019","04","27","","8.1","","1.9","","5.0","","13.0","","0.0","","","","","","0.0","","","","27","","72",""
"2019-04-28","2019","04","28","","10.6","","3.5","","7.1","","10.9","","0.0","","","","","","0.0","","","","32","","48",""
"2019-04-29","2019","04","29","","5.6","","0.9","","3.3","","14.7","","0.0","","","","","","0.2","","","","7","","54",""
"2019-04-30","2019","04","30","","9.2","","4.9","","7.1","","10.9","","0.0","","","","","","0.5","","","","7","","41",""
"2019-05-01","2019","05","01","","7.7","","5.0","","6.4","","11.6","","0.0","","","","","","14.3","","","","7","","65",""
"2019-05-02","2019","05","02","","6.9","","4.0","","5.5","","12.5","","0.0","","","","","","2.4","","","","6","","39",""
"2019-05-03","2019","05","03","","10.2","","5.5","","7.9","","10.1","","0.0","","","","","","11.4","","","","7","","39",""
"2019-05-04","2019","05","04","","11.2","","6.5","","8.9","","9.1","","0.0","","","","","","0.4","","","","","M","","M"
"2019-05-05","2019","05","05","","14.5","","5.4","","10.0","","8.0","","0.0","","","","","","0.0","","","","","M","","M"
"2019-05-06","2019","05","06","","20.0","","6.4","","13.2","","4.8","","0.0","","","","","","0.0","","","","18","","33",""
"2019-05-07","2019","05","07","","13.7","","6.9","","10.3","","7.7","","0.0","","","","","","2.7","","","","33","","33",""
"2019-05-08","2019","05","08","","8.9","","7.2","","8.1","","9.9","","0.0","","","","","","0.0","","","","7","","46",""
"2019-05-09","2019","05","09","","13.9","","6.7","","10.3","","7.7","","0.0","","","","","","6.8","","","","7","","63",""
"2019-05-10","2019","05","10","","15.9","","5.8","","10.9","","7.1","","0.0","","","","","","8.2","","","","29","","50",""
"2019-05-11","2019","05","11","","10.8","","4.0","","7.4","","10.6","","0.0","","","","","","0.0","","","","","M","","M"
"2019-05-12","2019","05","12","","10.5","","5.0","","7.8","","10.2","","0.0","","","","","","3.8","","","","5","","63",""
"2019-05-13","2019","05","13","","7.5","","4.9","","6.2","","11.8","","0.0","","","","","","6.2","","","","6","","52",""
"2019-05-14","2019","05","14","","16.2","","6.0","","11.1","","6.9","","0.0","","","","","","0.6","","","","30","","33",""
"2019-05-15","2019","05","15","","20.1","","5.4","","12.8","","5.2","","0.0","","","","","","1.2","","","","29","","41",""
"2019-05-16","2019","05","16","","12.6","","7.8","","10.2","","7.8","","0.0","","","","","","","M","","","","M","","M"
"2019-05-17","2019","05","17","","17.0","","7.4","","12.2","","5.8","","0.0","","","","","","","M","","","28","","37",""
"2019-05-18","2019","05","18","","12.6","","7.7","","10.2","","7.8","","0.0","","","","","","0.0","","","","7","","46",""
"2019-05-19","2019","05","19","","14.8","","8.6","","11.7","","6.3","","0.0","","","","","","2.8","","","","7","","37",""
"2019-05-20","2019","05","20","","18.1","","7.5","","12.8","","5.2","","0.0","","","","","","0.0","","","","28","","65",""
"2019-05-21","2019","05","21","","19.1","","6.7","","12.9","","5.1","","0.0","","","","","","0.0","","","","31","","41",""
"2019-05-22","2019","05","22","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"2019-05-23","2019","05","23","","","M","","M","","M","","M","","M","","","","","0.2","","","","26","","71",""
"2019-05-24","2019","05","24","","","M","","M","","M","","M","","M","","","","","0.0","","","","32","","37",""
"2019-05-25","2019","05","25","","19.2","","9.2","","14.2","","3.8","","0.0","","","","","","20.5","","","","6","","37",""
"2019-05-26","2019","05","26","","24.3","","11.4","","17.9","","0.1","","0.0","","","","","","0.0","","","","34","","35",""
"2019-05-27","2019","05","27","","21.4","","11.0","","16.2","","1.8","","0.0","","","","","","0.0","","","","6","","35",""
"2019-05-28","2019","05","28","","13.2","","8.8","","11.0","","7.0","","0.0","","","","","","3.2","","","","5","","72",""
"2019-05-29","2019","05","29","","13.4","","9.8","","11.6","","6.4","","0.0","","","","","","0.0","","","","","M","","M"
"2019-05-30","2019","05","30","","20.6","","9.5","","15.1","","2.9","","0.0","","","","","","0.0","","","","","M","","M"
"2019-05-31","2019","05","31","","15.9","","9.7","","12.8","","5.2","","0.0","","","","","","0.0","","","","","M","","M"
"2019-06-01","2019","06","01","","","M","","M","","M","","M","","M","","","","","0.3","","","","7","","37",""
"2019-06-02","2019","06","02","","","M","","M","","M","","M","","M","","","","","3.3","","","","29","","58",""
"2019-06-03","2019","06","03","","","M","","M","","M","","M","","M","","","","","0.0","","","","26","","58",""
"2019-06-04","2019","06","04","","","M","","M","","M","","M","","M","","","","","0.0","","","","5","","42",""
"2019-06-05","2019","06","05","","","M","","M","","M","","M","","M","","","","","12.9","","","","8","","35",""
"2019-06-06","2019","06","06","","19.8","","13.0","","16.4","","1.6","","0.0","","","","","","0.0","","","","","M","","M"
"2019-06-07","2019","06","07","","22.1","","11.7","","16.9","","1.1","","0.0","","","","","","0.0","","","","36","","37",""
"2019-06-08","2019","06","08","","20.5","","12.7","","16.6","","1.4","","0.0","","","","","","0.0","","","","4","","46",""
"2019-06-09","2019","06","09","","20.5","","14.9","","17.7","","0.3","","0.0","","","","","","0.0","","","","8","","39",""
"2019-06-10","2019","06","10","","19.6","","12.4","","16.0","","2.0","","0.0","","","","","","27.8","","","","30","","52",""
"2019-06-11","2019","06","11","","22.5","","11.0","","16.8","","1.2","","0.0","","","","","","","M","","","28","","48",""
"2019-06-12","2019","06","12","","16.5","","9.5","","13.0","","5.0","","0.0","","","","","","0.0","","","","7","","35",""
"2019-06-13","2019","06","13","","16.1","","11.7","","13.9","","4.1","","0.0","","","","","","23.6","","","","25","","37",""
"2019-06-14","2019","06","14","","22.9","","12.1","","17.5","","0.5","","0.0","","","","","","0.0","","","","26","","58",""
"2019-06-15","2019","06","15","","17.4","","12.4","","14.9","","3.1","","0.0","","","","","","0.4","","","","23","","41",""
"2019-06-16","2019","06","16","","","M","","M","","M","","M","","M","","","","","0.0","","","","","M","","M"
"2019-06-17","2019","06","17","","17.4","","12.2","","14.8","","3.2","","0.0","","","","","","0.0","","","","","M","","M"
"2019-06-18","2019","06","18","","","M","","M","","M","","M","","M","","","","","0.0","","","","","M","","M"
"2019-06-19","2019","06","19","","","M","","M","","M","","M","","M","","","","","0.0","","","","","M","","M"
"2019-06-20","2019","06","20","","21.5","","17.0","","19.3","","0.0","","1.3","","","","","","19.2","","","","1","","39",""
"2019-06-21","2019","06","21","","24.3","","15.7","","20.0","","0.0","","2.0","","","","","","0.0","","","","1","","37",""
"2019-06-22","2019","06","22","","24.6","","14.6","","19.6","","0.0","","1.6","","","","","","0.0","","","","30","","35",""
"2019-06-23","2019","06","23","","24.8","","12.7","","18.8","","0.0","","0.8","","","","","","0.0","","","","","M","","M"
"2019-06-24","2019","06","24","","19.6","","14.6","","17.1","","0.9","","0.0","","","","","","13.3","","","","7","","37",""
"2019-06-25","2019","06","25","","25.4","","14.5","","20.0","","0.0","","2.0","","","","","","0.0","","","","26","","46",""
"2019-06-26","2019","06","26","","29.3","","16.7","","23.0","","0.0","","5.0","","","","","","0.2","","","","26","","45",""
"2019-06-27","2019","06","27","","26.9","","14.8","","20.9","","0.0","","2.9","","","","","","0.0","","","","","M","","M"
"2019-06-28","2019","06","28","","25.5","","17.6","","21.6","","0.0","","3.6","","","","","","19.0","","","","32","","54",""
"2019-06-29","2019","06","29","","28.8","","17.4","","23.1","","0.0","","5.1","","","","","","2.7","","","","30","","39",""
"2019-06-30","2019","06","30","","24.5","","17.8","","21.2","","0.0","","3.2","","","","","","0.0","","","","33","","42",""
"2019-07-01","2019","07","01","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-02","2019","07","02","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-03","2019","07","03","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-04","2019","07","04","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-05","2019","07","05","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-06","2019","07","06","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-07","2019","07","07","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-08","2019","07","08","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-09","2019","07","09","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-10","2019","07","10","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-11","2019","07","11","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-12","2019","07","12","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-13","2019","07","13","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-14","2019","07","14","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-15","2019","07","15","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-16","2019","07","16","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-17","2019","07","17","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-18","2019","07","18","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-19","2019","07","19","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-20","2019","07","20","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-21","2019","07","21","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-22","2019","07","22","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-23","2019","07","23","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-24","2019","07","24","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-25","2019","07","25","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-26","2019","07","26","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-27","2019","07","27","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-28","2019","07","28","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-29","2019","07","29","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-30","2019","07","30","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-31","2019","07","31","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-01","2019","08","01","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-02","2019","08","02","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-03","2019","08","03","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-04","2019","08","04","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-05","2019","08","05","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-06","2019","08","06","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-07","2019","08","07","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-08","2019","08","08","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-09","2019","08","09","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-10","2019","08","10","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-11","2019","08","11","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-12","2019","08","12","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-13","2019","08","13","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-14","2019","08","14","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-15","2019","08","15","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-16","2019","08","16","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-17","2019","08","17","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-18","2019","08","18","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-19","2019","08","19","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-20","2019","08","20","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-21","2019","08","21","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-22","2019","08","22","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-23","2019","08","23","","","","","","","","","","","","","","","","","","","","","","",""
